age,female,tenure,education,worker_type,occupation,wage,logwage,promoted
54,0,31,Bachelor's,White Collar,Programmer,136534,11.824328946839904,1
34,0,12,Master's,White Collar,Engineer,88964,11.395987072502335,1
22,0,0,Master's,White Collar,Engineer,116625,11.666718938149645,0
56,0,34,Master's,White Collar,Programmer,110861,11.616032443319185,0
39,1,16,Master's,White Collar,Consultant,106035,11.571524507273164,0
55,1,32,Bachelor's,White Collar,Consultant,92299,11.432788586196066,1
22,0,0,Master's,White Collar,Programmer,72291,11.188454919070612,0
33,0,11,Some College,Blue Collar,Electrician,25000,10.126631103850338,1
40,0,16,Some College,White Collar,Sales Rep,55037,10.915760965307776,1
41,0,16,Some College,White Collar,Accountant,91196,11.420766315451438,0
35,1,13,Bachelor's,White Collar,Manager,65637,11.091894840320453,1
47,1,25,Some College,White Collar,Sales Rep,61706,11.030136449898094,1
27,1,5,PhD,White Collar,Teacher,112886,11.634133738905721,1
38,0,15,Some College,Blue Collar,Plumber,32809,10.398458146978019,0
41,1,19,High School,White Collar,Teacher,70725,11.166554396169769,0
46,1,24,Bachelor's,White Collar,Teacher,25000,10.126631103850338,0
49,1,27,High School,White Collar,Engineer,28623,10.261965869419956,0
27,0,3,High School,White Collar,Engineer,26845,10.19783486285667,0
22,0,0,High School,White Collar,Engineer,28007,10.240209757912549,1
55,0,33,Bachelor's,Blue Collar,Construction Worker,66164,11.099891787362111,0
44,0,22,Some College,White Collar,Programmer,72075,11.185462522506603,0
31,0,3,Bachelor's,White Collar,Engineer,79487,11.283348765258662,1
59,0,37,Bachelor's,White Collar,Engineer,91645,11.425677696405948,0
41,0,19,Some College,Blue Collar,Electrician,26530,10.186031447131786,1
54,1,31,Some College,White Collar,Accountant,25000,10.126631103850338,0
41,0,17,Some College,White Collar,Engineer,80539,11.296496818137651,1
65,0,43,Bachelor's,White Collar,Consultant,96241,11.47461074128452,0
61,1,39,High School,White Collar,Sales Rep,25000,10.126631103850338,0
37,1,15,High School,White Collar,Analyst,83166,11.328593889441407,0
52,1,26,Bachelor's,Blue Collar,Manufacturing Worker,89911,11.406575571150311,0
48,1,26,Bachelor's,Blue Collar,Welder,104170,11.553779458978495,0
56,1,34,High School,White Collar,Sales Rep,49732,10.814403868072828,0
28,1,6,High School,White Collar,Accountant,61817,11.031933686524116,1
48,0,26,Master's,Blue Collar,Manufacturing Worker,110926,11.616618591306768,0
53,0,31,Master's,Blue Collar,Mechanic,47745,10.773629628384302,1
22,0,0,Bachelor's,Blue Collar,Electrician,80267,11.293113856563991,1
26,0,1,Bachelor's,White Collar,Engineer,77055,11.252274731569479,0
22,0,0,Bachelor's,Blue Collar,Mechanic,73343,11.202902346160954,0
37,1,15,PhD,White Collar,Accountant,110946,11.616798875435041,1
49,1,27,PhD,White Collar,Analyst,149694,11.916348489444168,1
58,1,36,High School,Blue Collar,Electrician,50364,10.82703191312159,0
41,0,19,Master's,White Collar,Programmer,48509,10.789504626720456,1
60,1,38,High School,Blue Collar,Manufacturing Worker,67039,11.113029818576933,1
23,1,1,High School,White Collar,Consultant,25000,10.126631103850338,0
22,0,0,Bachelor's,Blue Collar,Manufacturing Worker,78826,11.27499817066327,0
39,1,16,Some College,White Collar,Sales Rep,50691,10.833503659028759,0
45,0,23,Master's,White Collar,Engineer,113230,11.637176427308086,0
40,0,18,High School,Blue Collar,Manufacturing Worker,68098,11.128703123130714,0
22,1,0,Bachelor's,Blue Collar,Mechanic,59754,10.997991413159694,0
39,0,14,Master's,White Collar,Accountant,105640,11.56779236641107,0
24,0,2,Master's,Blue Collar,Welder,76639,11.246861364542914,0
48,1,26,High School,White Collar,Teacher,25000,10.126631103850338,0
44,1,22,Some College,White Collar,Analyst,58565,10.977892527503975,0
29,0,7,Bachelor's,White Collar,Accountant,36469,10.504217863629703,1
34,0,12,High School,White Collar,Teacher,34063,10.435967030196949,0
27,0,5,PhD,White Collar,Analyst,69783,11.153145706078018,1
39,1,17,Master's,White Collar,Accountant,58361,10.974403137513908,0
51,0,29,High School,White Collar,Consultant,101940,11.532139683894032,0
28,0,6,High School,Blue Collar,Welder,62582,11.044232975804555,1
46,1,23,High School,Blue Collar,Welder,37027,10.51940265523281,0
34,1,10,Master's,White Collar,Analyst,94485,11.45619637072414,1
30,0,8,High School,White Collar,Consultant,42756,10.663264815393836,1
39,1,17,Some College,White Collar,Teacher,65825,11.09475498436451,0
28,1,5,Some College,Blue Collar,Electrician,25000,10.126631103850338,0
33,0,11,Bachelor's,White Collar,Accountant,71170,11.172826660293318,0
26,0,4,High School,Blue Collar,Welder,28840,10.269518591398885,0
64,1,39,High School,Blue Collar,Electrician,25000,10.126631103850338,0
40,0,15,Master's,White Collar,Programmer,93949,11.45050736082541,1
32,1,10,Master's,Blue Collar,Electrician,51711,10.853425803822502,0
43,0,21,Bachelor's,White Collar,Programmer,105785,11.569164011417417,1
39,0,15,High School,Blue Collar,Plumber,29566,10.294380331461035,0
37,0,15,Some College,White Collar,Teacher,57957,10.967456635260664,0
47,0,25,Bachelor's,White Collar,Engineer,121363,11.706541333558677,0
49,0,27,Some College,Blue Collar,Mechanic,34792,10.457142754277474,0
34,0,8,Master's,Blue Collar,Manufacturing Worker,59105,10.987070802184478,0
33,1,7,Bachelor's,White Collar,Teacher,73383,11.20344758014799,1
37,1,15,High School,White Collar,Teacher,25000,10.126631103850338,0
22,1,0,Master's,White Collar,Teacher,83408,11.331499507007887,0
22,1,0,PhD,Blue Collar,Welder,90285,11.410726612649981,0
56,0,34,High School,White Collar,Programmer,94649,11.457930591341297,1
60,1,38,Bachelor's,White Collar,Engineer,72717,11.194330473874974,0
37,0,15,Some College,White Collar,Analyst,44004,10.692035817859326,1
47,1,24,Some College,White Collar,Teacher,25000,10.126631103850338,0
44,1,22,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
65,1,43,Bachelor's,Blue Collar,Electrician,99500,11.507912923146684,0
53,1,31,PhD,White Collar,Teacher,76854,11.249662797059191,0
38,1,11,Bachelor's,White Collar,Accountant,126717,11.74971153252559,1
29,0,2,High School,Blue Collar,Welder,65242,11.085858712304303,0
22,0,0,Bachelor's,White Collar,Consultant,67814,11.124523942287944,1
42,1,20,Some College,Blue Collar,Manufacturing Worker,75135,11.227041774459828,1
31,0,9,Master's,Blue Collar,Plumber,27948,10.238100919672341,1
23,1,1,Some College,Blue Collar,Manufacturing Worker,96672,11.479079084186399,0
32,1,6,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,1
27,0,0,High School,White Collar,Manager,43488,10.68024031695087,0
60,1,38,Bachelor's,White Collar,Teacher,41844,10.64170369646365,1
51,1,27,Some College,Blue Collar,Manufacturing Worker,62751,11.046929793122029,0
40,1,12,Bachelor's,Blue Collar,Manufacturing Worker,37475,10.531429322970798,0
58,1,36,High School,White Collar,Accountant,39661,10.588123616077645,0
41,1,19,Some College,Blue Collar,Electrician,38808,10.566381689925052,0
30,1,8,Bachelor's,White Collar,Analyst,35710,10.483186040588494,0
58,1,35,Master's,Blue Collar,Manufacturing Worker,56645,10.944559001307589,1
46,0,24,Master's,White Collar,Programmer,115963,11.66102645369094,0
28,0,5,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
38,1,12,Some College,Blue Collar,Welder,25000,10.126631103850338,0
29,0,5,High School,Blue Collar,Electrician,51674,10.852710032645257,0
23,1,1,Bachelor's,Blue Collar,Manufacturing Worker,111611,11.622774890380253,0
51,1,29,Bachelor's,White Collar,Analyst,93825,11.449186624003222,1
63,0,41,Master's,White Collar,Manager,101443,11.52725234336624,0
23,1,0,Master's,Blue Collar,Manufacturing Worker,50822,10.836084610684592,1
47,1,24,Some College,Blue Collar,Manufacturing Worker,45856,10.733261330627899,0
32,0,3,Bachelor's,White Collar,Sales Rep,55136,10.917558139327657,0
34,0,12,Master's,White Collar,Engineer,114387,11.647342715107097,0
33,0,11,Master's,White Collar,Accountant,83845,11.33672513518121,0
30,0,4,High School,White Collar,Sales Rep,67013,11.112641909402493,0
41,1,17,Some College,White Collar,Analyst,49648,10.812713386688161,0
30,0,8,Some College,White Collar,Manager,89917,11.406642301581638,0
43,1,21,High School,White Collar,Manager,40270,10.6033620538455,1
39,0,16,High School,White Collar,Manager,25000,10.126631103850338,0
37,0,13,High School,Blue Collar,Plumber,92488,11.434834185355157,0
29,1,1,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
33,1,11,Some College,Blue Collar,Electrician,25000,10.126631103850338,0
49,0,27,High School,White Collar,Teacher,25000,10.126631103850338,0
46,0,24,High School,White Collar,Teacher,112078,11.626950336454817,0
28,0,6,Master's,White Collar,Accountant,125612,11.74095306985372,1
41,0,19,Master's,Blue Collar,Plumber,100770,11.520595971274448,1
49,1,27,Bachelor's,White Collar,Analyst,56235,10.937294617838122,0
22,0,0,Some College,White Collar,Manager,112654,11.632076453441263,0
47,0,25,PhD,Blue Collar,Electrician,94286,11.454087995245734,0
32,0,10,High School,White Collar,Analyst,82759,11.32368804865453,0
47,1,25,High School,White Collar,Teacher,60975,11.01821922308412,0
31,1,6,Some College,White Collar,Accountant,50738,10.834430415742597,0
22,0,0,High School,White Collar,Accountant,35206,10.468971801605917,0
22,1,0,Some College,White Collar,Accountant,41259,10.627624549782817,0
41,0,17,Master's,White Collar,Accountant,91622,11.425426696497391,1
43,0,21,Bachelor's,White Collar,Consultant,73458,11.20446909330197,1
29,1,6,Some College,White Collar,Sales Rep,51017,10.839914189496584,0
48,1,24,Master's,Blue Collar,Construction Worker,101772,11.5304902961497,0
22,1,0,High School,White Collar,Accountant,25000,10.126631103850338,0
39,1,12,High School,Blue Collar,Plumber,47161,10.761322558837014,0
25,0,3,Bachelor's,Blue Collar,Mechanic,69286,11.145998144567145,0
32,1,5,Bachelor's,White Collar,Teacher,86645,11.369574590074345,1
41,0,15,High School,White Collar,Consultant,51760,10.854372929174783,0
30,1,2,Some College,White Collar,Accountant,51670,10.85263262128123,0
35,0,13,Bachelor's,Blue Collar,Manufacturing Worker,81805,11.312093645417177,0
52,1,30,Bachelor's,Blue Collar,Plumber,89891,11.406353104213542,0
33,0,10,Bachelor's,Blue Collar,Manufacturing Worker,43205,10.673711508275499,0
50,0,25,Some College,Blue Collar,Plumber,63759,11.0628656295268,0
26,1,0,High School,White Collar,Sales Rep,81864,11.31281461276659,0
46,0,24,Some College,Blue Collar,Welder,25000,10.126631103850338,0
57,1,33,High School,White Collar,Manager,50212,10.8240093209381,0
22,0,0,Master's,Blue Collar,Electrician,102646,11.539041454323,1
30,0,5,Bachelor's,White Collar,Teacher,83851,11.336796693238679,0
47,0,25,Some College,Blue Collar,Mechanic,67008,11.112567294230209,0
38,0,16,Bachelor's,Blue Collar,Manufacturing Worker,59118,10.98729072555053,0
44,1,22,Bachelor's,Blue Collar,Mechanic,42414,10.65523377539901,0
33,0,10,Some College,White Collar,Accountant,38583,10.560567043934196,1
41,1,19,Master's,White Collar,Manager,134343,11.80815150996946,1
38,1,15,Master's,White Collar,Accountant,61740,11.03068729805615,0
54,0,32,Bachelor's,White Collar,Consultant,84685,11.346693769325222,0
43,1,20,High School,Blue Collar,Electrician,25000,10.126631103850338,0
44,1,22,Bachelor's,White Collar,Consultant,99707,11.509991164117174,1
35,1,13,Bachelor's,White Collar,Teacher,47789,10.774550766473594,1
34,0,9,High School,Blue Collar,Welder,35869,10.487628691687759,0
35,0,10,High School,Blue Collar,Welder,25000,10.126631103850338,0
45,1,19,Master's,Blue Collar,Manufacturing Worker,27823,10.233618295752684,0
35,1,8,High School,Blue Collar,Manufacturing Worker,26981,10.202888193567093,0
43,1,17,Bachelor's,White Collar,Teacher,26252,10.175497455593613,0
65,0,43,Bachelor's,Blue Collar,Mechanic,150230,11.91992273205647,0
50,1,25,Some College,Blue Collar,Mechanic,25000,10.126631103850338,0
36,0,14,High School,Blue Collar,Electrician,25000,10.126631103850338,0
54,0,32,Master's,White Collar,Consultant,127555,11.756302923115248,1
35,0,7,Some College,White Collar,Accountant,35909,10.488743239436115,1
22,1,0,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
28,0,6,Bachelor's,Blue Collar,Welder,34590,10.451319901931214,0
22,0,0,Bachelor's,Blue Collar,Mechanic,25734,10.155568353744936,0
36,1,14,PhD,White Collar,Programmer,99734,11.510261920883988,0
40,0,15,Bachelor's,Blue Collar,Construction Worker,95304,11.464827061479197,0
60,0,38,Some College,White Collar,Programmer,81655,11.310258333510843,0
44,0,18,PhD,White Collar,Manager,143173,11.871808968245336,0
37,1,10,Bachelor's,White Collar,Analyst,75902,11.237198313497688,1
50,1,27,Some College,Blue Collar,Manufacturing Worker,69753,11.152715709511364,0
22,0,0,High School,White Collar,Consultant,25000,10.126631103850338,0
43,1,20,Master's,White Collar,Consultant,85748,11.359168041141027,0
49,1,23,Some College,Blue Collar,Manufacturing Worker,62007,11.035002560879946,0
22,0,0,Bachelor's,Blue Collar,Welder,36707,10.510722751549745,0
54,1,32,Bachelor's,Blue Collar,Mechanic,120515,11.69952950549349,0
44,1,22,High School,Blue Collar,Mechanic,72902,11.19687135246267,1
35,1,13,Bachelor's,Blue Collar,Plumber,42265,10.651714599363029,0
48,0,24,High School,White Collar,Engineer,43884,10.689305067937381,1
65,1,43,Some College,White Collar,Teacher,25000,10.126631103850338,0
42,1,16,Bachelor's,White Collar,Consultant,53413,10.885809441013075,1
43,0,21,Some College,Blue Collar,Welder,25000,10.126631103850338,0
34,0,12,Bachelor's,White Collar,Programmer,97697,11.489626131315825,1
30,0,8,Master's,Blue Collar,Welder,35085,10.465528967686389,0
50,0,27,Bachelor's,White Collar,Manager,107011,11.580686911898418,1
30,1,6,High School,Blue Collar,Electrician,51712,10.853445141880767,1
41,0,19,High School,Blue Collar,Mechanic,25000,10.126631103850338,0
34,0,8,Bachelor's,White Collar,Programmer,114280,11.64640685634471,1
46,1,21,Master's,Blue Collar,Manufacturing Worker,91430,11.423328931158473,0
44,0,21,Master's,White Collar,Accountant,93931,11.450315749157804,0
52,1,30,Master's,White Collar,Teacher,74382,11.216969256066202,1
34,0,12,Some College,White Collar,Analyst,83295,11.330143802343818,1
37,0,12,Some College,White Collar,Manager,91331,11.422245548930501,0
28,0,5,Bachelor's,White Collar,Programmer,75570,11.232814658014766,0
35,0,11,High School,Blue Collar,Plumber,89649,11.403657324481385,0
45,0,21,High School,White Collar,Engineer,68165,11.12968651562023,1
49,1,27,Master's,White Collar,Sales Rep,108029,11.59015498858023,0
29,1,3,High School,Blue Collar,Mechanic,40719,10.614450092966075,0
50,0,28,High School,Blue Collar,Mechanic,67499,11.119868061936065,0
56,1,34,High School,White Collar,Analyst,25000,10.126631103850338,0
45,1,23,Master's,White Collar,Consultant,116410,11.664873721242287,1
63,1,40,Bachelor's,White Collar,Accountant,49850,10.816773775389985,0
31,0,9,Bachelor's,Blue Collar,Electrician,34098,10.436994010525176,0
25,0,0,Master's,White Collar,Sales Rep,122603,11.716706772005422,0
22,0,0,Some College,Blue Collar,Manufacturing Worker,28656,10.263118124300494,0
58,1,36,Bachelor's,White Collar,Teacher,48702,10.79347537598923,1
48,1,26,High School,White Collar,Analyst,25000,10.126631103850338,0
39,0,14,High School,Blue Collar,Construction Worker,25000,10.126631103850338,0
43,0,20,Master's,White Collar,Sales Rep,123313,11.722481117495727,0
26,1,4,Bachelor's,White Collar,Consultant,49466,10.809040843867542,1
65,1,39,Some College,White Collar,Teacher,51362,10.846653878415639,0
42,1,20,Some College,White Collar,Analyst,87757,11.382326910226261,0
41,1,17,Bachelor's,White Collar,Accountant,63146,11.053204784521506,1
49,0,26,High School,White Collar,Programmer,81321,11.30615956476456,1
46,1,23,High School,Blue Collar,Electrician,25000,10.126631103850338,0
43,1,19,High School,Blue Collar,Plumber,92907,11.43935427180181,0
31,0,9,Some College,Blue Collar,Electrician,68966,11.141368908513245,0
46,1,23,Master's,White Collar,Sales Rep,74478,11.218259058744003,0
63,1,40,Some College,White Collar,Engineer,50377,10.827290000694122,1
56,0,32,High School,Blue Collar,Mechanic,44430,10.701670195929955,0
59,1,37,Bachelor's,White Collar,Teacher,67374,11.118014465800593,0
34,1,12,Master's,White Collar,Teacher,130573,11.779687736319495,1
28,1,6,High School,White Collar,Consultant,25000,10.126631103850338,0
38,0,16,High School,Blue Collar,Welder,27481,10.221250135776074,0
41,0,15,Some College,White Collar,Engineer,55286,10.920274990901907,0
53,1,31,Bachelor's,Blue Collar,Manufacturing Worker,83888,11.337237854812313,0
22,0,0,Bachelor's,Blue Collar,Mechanic,47785,10.77446706170028,0
58,1,32,Master's,White Collar,Analyst,120397,11.698549894602904,0
38,1,14,PhD,Blue Collar,Mechanic,102076,11.533472912857889,0
35,0,13,Bachelor's,Blue Collar,Welder,59841,10.999446323738674,0
28,1,6,Bachelor's,White Collar,Programmer,75844,11.236433878154095,1
22,1,0,Bachelor's,Blue Collar,Mechanic,25000,10.126631103850338,0
50,0,23,High School,White Collar,Programmer,64917,11.080864809839891,0
41,1,18,PhD,Blue Collar,Construction Worker,52015,10.859287417504996,0
25,1,3,Some College,Blue Collar,Manufacturing Worker,51660,10.852439066649831,1
24,1,2,High School,Blue Collar,Construction Worker,67390,11.118251917940263,0
36,1,8,Bachelor's,Blue Collar,Mechanic,25485,10.145845322774143,0
60,0,35,Some College,White Collar,Consultant,41642,10.63686455231514,0
37,1,15,Bachelor's,White Collar,Analyst,57622,10.961659718206215,1
22,1,0,Bachelor's,White Collar,Teacher,86186,11.364263030468326,0
37,1,8,Some College,White Collar,Teacher,45943,10.735156776679537,1
37,1,15,Master's,Blue Collar,Welder,104349,11.555496329325743,0
22,0,0,Some College,White Collar,Teacher,49344,10.806571456923,0
39,1,17,Some College,White Collar,Sales Rep,61881,11.032968464866704,0
37,0,15,Bachelor's,White Collar,Consultant,67175,11.115056433483693,0
48,0,26,Bachelor's,Blue Collar,Construction Worker,70154,11.158448104574983,0
62,0,38,Bachelor's,White Collar,Sales Rep,47339,10.765089759059482,0
54,1,26,Some College,White Collar,Consultant,59285,10.99011160189217,0
37,1,14,Bachelor's,Blue Collar,Manufacturing Worker,61473,11.026353333004943,0
27,1,5,High School,White Collar,Consultant,65688,11.092671539388625,0
65,1,43,Master's,Blue Collar,Manufacturing Worker,62045,11.03561520720872,0
41,1,19,Some College,White Collar,Manager,31535,10.35885331909775,0
40,1,18,Bachelor's,White Collar,Consultant,74254,11.21524692726777,1
40,0,18,High School,White Collar,Programmer,25000,10.126631103850338,0
42,0,18,High School,White Collar,Programmer,25000,10.126631103850338,1
38,0,16,Bachelor's,Blue Collar,Plumber,82189,11.316776752138244,0
33,1,11,Master's,White Collar,Consultant,106326,11.5742651252034,0
33,1,8,Bachelor's,White Collar,Sales Rep,79192,11.279630562599642,0
40,0,18,Master's,Blue Collar,Welder,117911,11.67768538157962,1
33,0,10,Bachelor's,White Collar,Sales Rep,47165,10.761407371083953,0
31,1,9,Bachelor's,White Collar,Teacher,30656,10.330583680770587,0
41,0,15,High School,Blue Collar,Welder,30492,10.325219633108164,0
37,1,15,Master's,Blue Collar,Manufacturing Worker,49717,10.814102205912047,0
58,1,34,High School,Blue Collar,Construction Worker,25000,10.126631103850338,0
22,0,0,Master's,White Collar,Teacher,70004,11.156307662256047,0
53,0,31,Master's,White Collar,Sales Rep,68302,11.131694327707022,0
55,1,33,Master's,White Collar,Teacher,47778,10.7743205614855,1
22,1,0,Bachelor's,White Collar,Manager,55471,10.923615640649537,0
36,1,10,Bachelor's,White Collar,Consultant,35926,10.48921654632878,1
36,1,14,Bachelor's,White Collar,Teacher,63942,11.06573170144901,0
23,0,1,High School,Blue Collar,Electrician,25000,10.126631103850338,0
31,1,9,Bachelor's,White Collar,Engineer,92399,11.43387143506039,1
27,1,5,High School,White Collar,Manager,84144,11.340284895829125,1
61,1,39,Bachelor's,White Collar,Analyst,82254,11.317567299663954,0
51,0,29,High School,White Collar,Consultant,39112,10.574184604258482,0
55,1,33,High School,Blue Collar,Manufacturing Worker,82489,11.32042023009976,1
49,1,26,Some College,White Collar,Consultant,108201,11.591745887495987,0
26,0,0,Some College,Blue Collar,Construction Worker,36470,10.504245283802726,1
34,0,11,Bachelor's,White Collar,Engineer,114541,11.648688116484209,1
46,1,23,High School,Blue Collar,Manufacturing Worker,38871,10.56800375029692,1
25,0,3,Bachelor's,White Collar,Manager,25000,10.126631103850338,0
49,0,27,High School,Blue Collar,Plumber,25000,10.126631103850338,0
37,0,11,Bachelor's,Blue Collar,Welder,101359,11.52642394912157,0
36,1,14,Bachelor's,Blue Collar,Mechanic,25000,10.126631103850338,0
49,1,27,Bachelor's,Blue Collar,Manufacturing Worker,48128,10.781619407309512,1
45,1,23,Bachelor's,Blue Collar,Manufacturing Worker,53040,10.878801624859744,0
36,0,14,Some College,White Collar,Accountant,35594,10.479932363309931,1
54,1,32,Bachelor's,White Collar,Programmer,73479,11.204754930091111,1
27,1,5,Some College,Blue Collar,Manufacturing Worker,39799,10.591597065328735,1
47,1,25,Bachelor's,Blue Collar,Electrician,36808,10.513470491835305,0
47,1,25,Bachelor's,White Collar,Teacher,42259,10.65157262785174,0
36,0,10,High School,White Collar,Engineer,53967,10.896128027630796,0
44,1,21,Bachelor's,White Collar,Teacher,81634,11.310001120837414,1
25,0,1,Bachelor's,White Collar,Manager,91049,11.419153102119054,0
51,1,29,Some College,Blue Collar,Electrician,41725,10.638855748530036,0
38,0,16,High School,Blue Collar,Construction Worker,25000,10.126631103850338,0
34,0,10,High School,Blue Collar,Plumber,25000,10.126631103850338,1
53,0,24,Master's,White Collar,Manager,128203,11.761370224130946,0
32,1,9,Bachelor's,White Collar,Programmer,93443,11.445106903711046,1
23,0,1,High School,White Collar,Engineer,66520,11.105257933306865,1
22,1,0,Some College,Blue Collar,Plumber,58946,10.984377049549666,0
47,0,25,Bachelor's,Blue Collar,Plumber,78248,11.267638548970329,0
25,0,2,Master's,Blue Collar,Welder,67600,11.121363262031055,0
61,1,35,High School,White Collar,Teacher,95262,11.464386269305567,1
22,0,0,High School,Blue Collar,Plumber,25000,10.126631103850338,0
60,0,35,Master's,White Collar,Analyst,71210,11.173388536976171,1
43,1,21,High School,Blue Collar,Manufacturing Worker,69265,11.14569500709198,0
39,0,17,High School,White Collar,Teacher,71794,11.181556186084919,1
33,0,9,PhD,White Collar,Engineer,82589,11.32163177872807,0
45,0,21,Bachelor's,White Collar,Programmer,116964,11.66962147412521,0
40,1,18,Some College,White Collar,Manager,101429,11.527114325305371,0
53,1,30,High School,White Collar,Accountant,49116,10.801940126280403,0
41,1,19,High School,White Collar,Accountant,25000,10.126631103850338,0
42,1,20,High School,White Collar,Teacher,43544,10.681527200114036,0
36,0,12,Master's,White Collar,Sales Rep,74977,11.224936678819944,0
39,0,17,Some College,White Collar,Manager,51420,10.84778248081988,0
44,1,22,Bachelor's,White Collar,Accountant,88178,11.387112777774695,0
22,0,0,Master's,White Collar,Engineer,46907,10.755922197028484,0
24,0,0,Some College,White Collar,Programmer,25000,10.126631103850338,0
49,0,27,High School,Blue Collar,Plumber,38597,10.560929832225296,0
42,0,20,Bachelor's,Blue Collar,Welder,55399,10.922316822030947,0
38,1,10,Master's,White Collar,Manager,94024,11.45130534781269,0
40,0,18,Master's,White Collar,Engineer,146648,11.895790436399201,0
44,1,22,High School,White Collar,Analyst,75955,11.237896338641763,0
34,0,11,Bachelor's,White Collar,Manager,88534,11.391141938008436,0
31,1,6,Bachelor's,White Collar,Analyst,42061,10.646876224532782,0
42,0,20,Master's,White Collar,Consultant,108606,11.595481933574607,1
28,0,6,High School,Blue Collar,Construction Worker,25000,10.126631103850338,0
45,1,23,Bachelor's,White Collar,Teacher,56760,10.94658713127398,0
22,1,0,Master's,White Collar,Consultant,80079,11.290768926398645,0
52,0,30,Some College,Blue Collar,Plumber,83087,11.327643530579362,0
46,0,24,Bachelor's,White Collar,Analyst,44867,10.711457836917562,1
43,0,21,High School,White Collar,Analyst,25000,10.126631103850338,0
52,0,27,Some College,Blue Collar,Mechanic,48320,10.785600832608697,0
60,0,38,Some College,Blue Collar,Construction Worker,29247,10.283532283297381,0
52,0,30,Master's,White Collar,Sales Rep,104360,11.555601739250665,0
22,0,0,Some College,Blue Collar,Mechanic,67805,11.124391217522046,1
25,0,0,Bachelor's,Blue Collar,Welder,61934,11.033824580898479,1
33,1,11,Bachelor's,Blue Collar,Electrician,34729,10.455330351773332,0
40,1,12,High School,White Collar,Accountant,25000,10.126631103850338,1
46,1,24,Bachelor's,White Collar,Teacher,56296,10.938378763646385,1
31,0,7,Bachelor's,White Collar,Engineer,93112,11.441558348621813,1
42,0,20,Master's,Blue Collar,Plumber,68479,11.134282407905264,0
31,1,7,Bachelor's,White Collar,Teacher,53769,10.892452371899706,1
33,0,6,Bachelor's,Blue Collar,Construction Worker,62853,11.048553945576122,1
23,0,0,High School,Blue Collar,Construction Worker,25000,10.126631103850338,0
29,1,1,Master's,White Collar,Engineer,101924,11.531982716503686,0
24,1,2,High School,Blue Collar,Electrician,76010,11.238620189560086,1
28,1,0,Bachelor's,White Collar,Analyst,60380,11.00841320326083,1
53,0,31,Some College,White Collar,Accountant,30360,10.320881231509567,0
29,0,1,Master's,Blue Collar,Mechanic,62597,11.044472632617147,0
65,1,42,Bachelor's,White Collar,Accountant,33299,10.413282645487595,0
46,0,24,Bachelor's,White Collar,Programmer,93111,11.441547608809866,0
42,1,20,High School,White Collar,Consultant,60081,11.003448930773533,0
30,1,5,Some College,Blue Collar,Manufacturing Worker,75789,11.235708442366212,0
48,1,26,Bachelor's,White Collar,Manager,57536,10.960166117831292,1
33,0,11,Bachelor's,Blue Collar,Mechanic,70545,11.164006083047258,1
41,0,19,High School,White Collar,Sales Rep,30930,10.339481865679115,0
65,1,39,PhD,Blue Collar,Mechanic,100586,11.518768361953487,1
39,1,17,Master's,White Collar,Accountant,45532,10.726170654445108,1
54,1,24,Some College,Blue Collar,Manufacturing Worker,29848,10.303873114900993,0
32,0,8,Master's,Blue Collar,Plumber,56754,10.946481417441225,0
40,0,17,Bachelor's,White Collar,Engineer,87831,11.38316979247768,1
61,1,39,Bachelor's,White Collar,Sales Rep,41634,10.636672420127605,1
32,1,10,Some College,White Collar,Teacher,54127,10.899088416123256,1
62,1,36,Bachelor's,White Collar,Sales Rep,44428,10.70162518028701,0
48,0,23,Bachelor's,Blue Collar,Manufacturing Worker,51560,10.850501457053124,0
33,1,11,Some College,White Collar,Teacher,53827,10.893530478996958,0
48,1,26,Bachelor's,White Collar,Sales Rep,81101,11.303450570483712,0
52,1,28,Bachelor's,Blue Collar,Manufacturing Worker,79189,11.279592679267674,0
47,0,24,Bachelor's,White Collar,Consultant,62462,11.04231365081754,0
22,0,0,High School,White Collar,Sales Rep,31753,10.365742488046086,1
31,1,7,Master's,White Collar,Accountant,80475,11.295701856167009,0
37,0,15,Bachelor's,White Collar,Analyst,64930,11.081065045502532,0
39,0,17,Some College,White Collar,Accountant,41072,10.623081903110922,0
47,1,21,High School,Blue Collar,Mechanic,78219,11.267267863773679,0
42,0,14,Bachelor's,Blue Collar,Mechanic,25000,10.126631103850338,0
24,1,2,Master's,White Collar,Accountant,72353,11.189312196300184,0
45,0,21,Some College,Blue Collar,Mechanic,34519,10.449265176063975,0
47,1,24,Bachelor's,Blue Collar,Manufacturing Worker,69110,11.14345471708544,1
47,1,23,High School,White Collar,Analyst,51360,10.846614938363842,0
53,0,30,Bachelor's,White Collar,Manager,92057,11.430163229397278,0
50,0,28,PhD,Blue Collar,Mechanic,40344,10.605197963756561,1
46,0,24,Bachelor's,White Collar,Consultant,96031,11.472426334990274,0
39,0,17,High School,White Collar,Consultant,80063,11.290569103740589,1
22,1,0,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338,0
